"ID","names","context","SN","age","distance","type","CHANDRA","XMM","SUZAKU","ROSAT","ASCA","FERMI","AGILE","HESS","VERITAS","MAGIC","MILAGRO"
"G049.2-00.7","W51C, CXOU J192318.5+1403035, 0FGL J1923.0+1411, 1FGL J1922.9+1411, 2FGL J1923.2+1408e, 1FHL J1923.2+1408e, 3FGL J1923.2+1408e, 1AGL J1923+1404, HESS J1923+141","part of W51 complex, overlaps SFR W51B, contains CXO J192318.5+1403035 + PWN?, interacts with molecular cloud?","","26000 - 30000 yr","4.3 - 6 kpc","composite?","extended","extended","extended","extended","extended","extended","detected","extended","unknown","extended","detected"
"G053.6-02.2","3C400.2, NRAO 611, [G53.7-2.2]","","","15000 - 110000 yr","2.3 - 6.7 kpc","composite","extended","unknown","unknown","extended","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G054.1+00.3","VER J1930+188","contains PSR J1930+1852 + PWN G054.10+0.27, interacts with molecular cloud?","","2500 - 3300 yr, PSR: 2900 yr","5.6 - 7.2 kpc, PSR: 6.2 kpc","composite?","extended","extended","extended","extended","extended","missed","unknown","unknown","detected","unknown","unknown"
"G054.4-00.3","(HC40), [G54.5-0.3], 2FGL J1932.1+1913","part of HC40, interacts with molecular cloud","","61000 yr","3.3 - 9 kpc","shell","unknown","unknown","unknown","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G055.0+00.3","[G55.2+0.5]","PSR J1932+2020 nearby","","","14 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G055.7+03.4","","contains (unrelated?) PSR B1919+21 = J1921+2153","","","PSR: 0.56 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G057.2+00.8","(4C21.53)","PSR B1937+214 = J1939+213 nearby","","PSR: 230000000 yr","PSR: 3.5 kpc","shell?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G059.2-04.7","Black Widow, 1FGL J1959.6+2047, 2FGL J1959.5+2047, 3FGL J1959.5+2047","PWN G59.20-4.70 and PSR J1959+2048 = B1957+20 = Black Widow","","PSR: 1513561200 yr","PSR: 2.5 kpc","filled-centre","extended","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G059.5+00.1","[G59.6+0.1]","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G059.8+01.2","[G59.7+1.2]","","","","","?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G063.7+01.1","","contains PWN, interacts with molecular cloud??","","","","filled-centre","extended","extended","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G064.5+00.9","","","","","11 kpc","shell","unknown","missed","unknown","missed","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G065.1+00.6","0FGL J1954.4+2838","PSR J1957+2831 nearby","","40000 - 140000 yr, PSR: 1600000 yr","9 - 9.6 kpc, PSR: 7 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","missed","detected"
"G065.3+05.7","[G65.2+5.7]","PSR J1931+30 nearby","","20000 yr","0.8 kpc","composite","detected","unknown","unknown","extended","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G065.7+01.2 ?","DA 495, [G55.7+1.2], 3FGL J1951.6+2926","contains PWN G65.73+1.18","","20000 yr","1 - 1.5 kpc","filled-centre","extended","unknown","unknown","extended","extended","detected","unknown","unknown","unknown","unknown","unknown"
"G065.8-00.5","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G066.0-00.0","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G067.6+00.9","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G067.7+01.8","","","","5000 - 13000 yr","7 - 17 kpc","shell","extended","unknown","unknown","extended","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G067.8+00.5","","","","","","?","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G068.6-01.2","","","","","","?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G069.0+02.7 ?","CTB 80, W56, [G68.8+2.8], 0FGL J1953.2+3249, 1FGL J1952.9+3252, 2FGL J1953.0+3253, 1FHL J1953.3+3251, 3FGL J1952.9+3253","contains PSR B1951+32 = J1952+3252 + PWN G68.77+2.82, [interacts with molecular cloud]","[1408]","60000 yr, PSR: 100000 yr, [SN: 607 yr]","1.1 - 2.1 kpc, PSR: 2.5 kpc","composite","extended","unknown","unknown","extended","extended","detected","unknown","unknown","unknown","missed","unknown"
"G069.7+01.0","","","","","","shell","unknown","unknown","unknown","extended","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G073.9+00.9","3FGL J2014.4+3606","","","11000 - 12000 yr","1 - 2 kpc","shell?","unknown","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G074.0-08.5","Cygnus Loop, W78, Sh2-103, contains Veil Nebula, NGC 6960, NGC 6992, NGC 6995, NGC 6974, NGC 6979, IC 1340, 2XMM J204920.2+290106, 1FGL J2046.4+3041 and J2049.1+3142 and J2055.2+3144 and J2057.4+3057, 2FGL J2051.0+3040e, 3FGL J2051.0+3040e","contains several compact sources, PWN candidate 2XMM J204920.2+290106, interacts with molecular cloud?","","10000 - 20000 yr","0.46 - 0.64 kpc","shell","extended","extended","extended","extended","extended","extended","unknown","unknown","unknown","unknown","unknown"
"G074.9+01.2","CTB 87, CXOU J201609.2+371110, 2FGL J2015.6+3709, VER J2016+372","contains PWN G74.94+1.11 and PSR candidate CXOU J201609.2+371110, interacts with molecular cloud??","","4000 - 7000 yr","6.1 - 12 kpc","filled-centre","extended","unknown","unknown","unknown","extended","missed","unknown","unknown","detected","unknown","unknown"
"G075.2+00.1","Cisne, Dragonfly, 0FGL J2020.8+3649, 1FGL J2021.0+3651, 2FGL J2021.0+3651, 1FHL J2021.0+3651, 3FGL J2021.1+3651, 1AGL J2021+3652, MGRO J2019+37","PWN G75.23+0.12 = the Dragonfly and PSR J2021+3651","","PSR: 17000 yr","≥ 10 kpc, PSR: 4 kpc","filled-centre","extended","extended","unknown","unknown","unknown","detected","detected","unknown","missed","unknown","detected"
"G076.9+01.0","2FGL J2022.8+3843c, 3FGL J2022.2+3840","contains PSR J2022+3842 + PWN","","PSR: 8900 yr","8 kpc","filled-centre","detected","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G078.2+02.1","W66, DR4, gamma Cygni, [G78.1+1.8], RX J2020.2+4026, 0FGL J2021.5+4026, 1FGL J2020.0+4049, 2FGL J2019.1+4040 and J2021.5+4026, 1FHL J2021.0+4031e, 3FGL J2021.0+4031e, 1AGL J2022+4032, VER J2019+407","PSR J2021+4026 at the edge + PWN candidate G78.23+2.09, unrelated stellar wind bubble inside?, interacts with molecular cloud?","","8000 - 16000 yr, PSR: 77000 yr","1.7 - 2.6 kpc","shell","extended","detected","unknown","extended","extended","extended","detected","unknown","extended","missed","extended"
"G080.2+01.0 ?","0FGL J2032.2+4122, 1FGL J2032.2+4127, 2FGL J2032.2+4126, 1FHL J2032.1+4125, 3FGL J2032.2+4126, MGRO J2031+41B","PWN G80.22+1.02 + PSR J2032+4127 (coincident with unrelated Be star MT91 213 in Cyg OB2)","","PSR: 110000 yr","PSR: 3.6 kpc","filled-centre","extended","extended","extended","missed","unknown","detected","unknown","unknown","extended","extended","extended"
"G082.2+05.3","W63, [G82.5+5.3]","","","","","composite","unknown","unknown","unknown","extended","extended","missed","unknown","unknown","unknown","missed","unknown"
"G083.0-00.3","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G084.2-00.8","","interacts with molecular cloud?","","","4.5 kpc","shell","extended","unknown","unknown","extended","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G085.4+00.7","","superimposed on radio source W80","","","2.5 - 4.5 kpc","composite","detected","extended","unknown","extended","unknown","missed","unknown","unknown","unknown","missed","unknown"
"G085.9-00.6","","superimposed on radio source W80","","","3.2 - 6.4 kpc","composite","detected","extended","unknown","extended","unknown","missed","unknown","unknown","unknown","missed","unknown"
"G089.0+04.7","HB21, 1FGL J2042.3+5041 and J2046.0+4954, 2FGL J2041.5+5003 and J2043.3+5105 and J2046.0+4954, 3FGL J2045.2+5026e","contains extragalactic source 4C50.52, interacts with molecular cloud","","8000 - 30000 yr","0.8 - 1.7 kpc","composite","unknown","unknown","unknown","extended","extended","extended","unknown","unknown","unknown","missed","unknown"
"G093.3+06.9","DA 530, 4C(T)55.38.1, [G93.2+6.7]","contains PWN?","","1000 - 5000 yr","1.7 - 2.7 kpc","composite?","extended","extended","detected","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G093.7-00.2","CTB 104A, DA 551, [G93.6-0.2], [G93.7-0.3]","[interacts with molecular cloud]","","","1.5 kpc","composite?","unknown","unknown","unknown","extended","unknown","missed","unknown","unknown","unknown","missed","unknown"
"G094.0+01.0","3C434.1","interacts with molecular cloud??","","25000 yr","4.5 - 5.2 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G096.0+02.0","","","","","4 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G106.3+02.7","Boomerang, 0FGL J2229.0+6114, 1FGL J2229.0+6114, 2FGL J2229.0+6114, 1FHL J2229.0+6114, 3FGL J2229.0+6114 and J2225.8+6045, 1AGL J2231+6109, VER J2227+608, MGRO J2228+61","contains PSR J2229+6114 and PWN G106.65+2.96 = the Boomerang, interacts with molecular cloud??","","PSR: 10000 yr","0.8 kpc, PSR: 3 kpc","composite","extended","unknown","detected","extended","extended","detected","detected","unknown","extended","missed","detected"
"G107.5-01.5 ?","","","","3000 - 6000 yr","1.1 kpc","shell","unknown","detected","unknown","detected","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G108.2-00.6","","","","","2.6 - 3.8 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G108.5+11.0 ?","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G108.6+06.8","Guitar nebula","PWN = the Guitar and PSR J2225+6535 = B2224+65","","PSR: 1122000 yr","PSR: 1.5 kpc","filled-centre","extended","extended","unknown","detected","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G109.1-01.0","CTB 109, 3FGL J2301.2+5853","contains AXP 1E 2259+586 (magnetar), interacts with molecular cloud","","8800 - 14000 yr, PSR: 230000 yr","3 - 3.4 kpc","composite","extended","extended","unknown","extended","detected","detected","unknown","unknown","missed","missed","unknown"
"G111.7-02.1","Cassiopeia A (Cas A), W81, 3C461, 1FGL J2323.4+5849, 2FGL J2323.4+5849, 1FHL J2323.3+5849, 3FGL J2323.4+5849","contains CCO, interacts with molecular cloud??","[1680]","316 - 352 yr, [SN: 335 yr]","3.3 - 3.7 kpc","shell","extended","extended","extended","extended","detected","detected","unknown","unknown","detected","detected","unknown"
"G113.0+00.2","","contains PSR B2324+60 = J2326+6113","","PSR: 10000000 yr","3.1 kpc, PSR: 4.8 kpc","?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G114.3+00.3","2FGL J2333.3+6237","contains HII region S165 and PSR 2334+61","","7700 yr","0.7 kpc","shell","unknown","unknown","unknown","detected","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G116.5+01.1","2FGL J2358.9+6325, 3FGL J0001.0+6314","","","15000 - 50000 yr","1.6 kpc","shell","unknown","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G116.9+00.2","CTB 1, [G117.3+0.1], [G116.9+0.1], RX J0002+6246","","","7500 - 15000 yr","1.6 - 3.5 kpc","composite","extended","extended","unknown","extended","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G119.5+10.2","CTA 1, [G119.5+10.3], RX J0007.0+7302, 0FGL J0007.4+7303, 1FGL J0007.0+7303, 1FHL J0007.3+7303, 2FGL J0007.0+7303, 3FGL J0007.0+7302, 1AGL J0006+7311, VER J0006+727","contains PSR J0007+7303 + PWN G119.65+10.46","","13000 yr, PSR: 14000 yr","1.1 - 1.7 kpc, PSR: 1.4 kpc","composite","extended","detected","extended","extended","extended","detected","detected","unknown","detected","unknown","unknown"
"G120.1+01.4","Tycho, 3C10, SN1572, 3FGL J0025.7+6404, VER J0025+641","interacts with molecular cloud?","1572","SN: 443 yr","1.7 - 5 kpc","shell","extended","extended","extended","extended","extended","detected","unknown","unknown","detected","unknown","unknown"
"G126.2+01.6","","","","","","shell?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G127.1+00.5","R5, [G127.3+0.7], 3FGL J0128.4+6257","associated with open cluster NGC 559?, interacts with molecular cloud?","","20000 - 30000 yr","1.15 - 1.3 kpc","shell","detected","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G128.5+02.6 ?","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G130.7+03.1","3C58, SN1181, 1FGL J0205.6+6449, 2FGL J0205.8+6448, 1FHL J0205.7+6448, 3FGL J0205.5+6448","PWN 3C58 and PSR J0205+6449","1181 ?","≤ 7000 yr, PSR: 5400 yr, SN: 834 yr ?","2 - 3.2 kpc, PSR: 3.2 kpc","composite?","extended","extended","unknown","extended","extended","detected","unknown","unknown","missed","detected","unknown"
"G132.7+01.3","HB3, [G132.4+2.2], 1FGL J0218.8+6158c and J0220.0+6257, 2FGL J0214.5+6251c and J0218.7+6208c and J0221.4+6257c, 3FGL J0220.1+6202c and J0224.0+6235","adjacent to W3/4/5 complex, PSR J0215+6218 nearby, interacts with molecular cloud?","","30000 - 50000 yr, PSR: 13000000 yr","2 - 3 kpc, PSR: 3.2 kpc","composite","unknown","extended","unknown","extended","extended","detected","unknown","unknown","unknown","unknown","unknown"
"G141.2+05.0","","PWN G141.2+5.0","","350000 yr","3.5 - 4.5 kpc","composite?","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G148.1+00.8","Mushroom","PWN = the Mushroom and PSR B0355+54 = J0358+5413","","PSR: 562300 yr","PSR: 1.04 kpc","filled-centre","extended","extended","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G149.5+03.2 ?","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G150.3+04.5 ?","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G150.8+03.8 ?","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G151.2+02.9 ?","G151.2+2.85","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G152.4-02.1","","","","","1 kpc","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G156.2+05.7","1FGL J0500.1+5237, 3FGL J0500.3+5237","","","7000 - 26000 yr","1 - 3 kpc","shell","detected","unknown","extended","extended","extended","detected","unknown","unknown","unknown","unknown","unknown"
"G159.6+07.3","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G160.1-01.1 ?","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G160.9+02.6","HB9, [G160.5+2.8], [G160.4+2.8], 1FGL J0503.2+4526, 2FGL J0503.2+4643","close to SGR 0501+4516 = magnetar (possibly related), contains PSR B0459+47 = J0502+4654 (probably unrelated), interacts with molecular cloud??","","4000 - 7000 yr, PSR: 16000 yr","0.8 - 4 kpc, PSR: 1.8 kpc","composite?","detected","detected","detected","extended","unknown","missed","unknown","unknown","unknown","missed","unknown"
"G162.8-16.0 ?","0FGL J0357.5+3205, 1FGL J0357.8+3205, 2FGL J0357.8+3205, 3FGL J0357.9+3206","PSR J0357+3205 = Morla and PWN","","PSR: 540000 yr","PSR: 0.5 kpc","filled-centre","extended","extended","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G166.0+04.3","VRO 42.05.01, 2FGL J0526.6+4308","interacts with molecular cloud??","","","3 - 6 kpc","composite","unknown","extended","unknown","extended","extended","detected","unknown","unknown","unknown","unknown","unknown"
"G178.2-04.2","","","","","2.9 kpc","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G179.0+02.6","1FGL J0553.9+3105, 2FGL J0553.9+3104","","","","","shell?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G180.0-01.7","S147, Sh2-240, Spaghetti Nebula, 1FGL J0538.6+2717, 2FGL J0538.1+2718, 3FGL J0540.3+2756e","contains PSR J0538+2817 and PWN G179.72-1.69","","26000 - 34000 yr, PSR: 616600 yr","0.36 - 0.88 kpc, PSR: 1.47 kpc","composite","detected","detected","unknown","unknown","unknown","extended","unknown","unknown","unknown","unknown","unknown"
"G182.4+04.3","","","","3800 - 4400 yr","≥ 3 kpc","shell","unknown","extended","unknown","missed","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G184.6-05.8","Crab Nebula, 3C144, SN1054, NGC 1952, M1, 0FGL J0534.6+2201, 1FGL J0534.5+2200, 2FGL J0534.5+2201, 1FHL J0534.5+2201, 3FGL J0534.5+2201 and J0534.5+2201i and J0534.5+2201s, 1AGL J0535+2205, HESS J0534+220","PWN = the Crab, contains PSR B0531+21 = J0534+2200, [interacts with molecular cloud]","1054","PSR: 5000 yr, SN: 961 yr","1.5 - 2.5 kpc, PSR: 2 kpc","filled-centre","extended","extended","detected","extended","detected","detected","detected","detected","detected","detected","detected"
"G189.1+03.0","IC443, 3C157, Sh2-248, Jellyfish Nebula, 0FGL J0617.4+2234, 1FGL J0617.2+2233, 2FGL J0617.2+2234e, 1FHL J0617.2+2234e, 3FGL J0617.2+2234e, 1AGL J0617+2236, VER J0616.9+2230, MAGIC J0616+225","next to HII region S249, overlaps SNR G189.6+03.3, contains runaway NS CXOU J061705.3+222127 + PWN G189.23+2.90, interacts with molecular cloud","[837]","3000 - 30000 yr, [SN: 1178 yr]","0.7 - 2 kpc","composite","extended","extended","extended","extended","extended","extended","extended","unknown","extended","detected","detected"
"G189.6+03.3 ?","","overlaps SNR G189.1+03.0 = IC443, contains PSR + PWN ?","","30000 - 100000 yr","1.3 - 1.7 kpc","composite?","extended","unknown","unknown","extended","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G190.9-02.2","","","","","1 kpc","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G192.8-01.1","PKS 0607+17, [G193.3-1.5], 3FGL J0610.6+1728","part of Origem Loop?, interacts with molecular cloud??","","4400000 yr","","shell","unknown","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G195.1+04.3","Geminga, 0FGL J0634.0+1745, 1FGL J0633.9+1746, 2FGL J0633.9+1746, 1FHL J0633.9+1746, 3FGL J0633.9+1746, 1AGL J0634+1748, MGRO J0632+17","contains PSR J0633+1746 = Geminga + PWN","","PSR: 338800 yr","PSR: 0.25 kpc","filled-centre","extended","extended","unknown","detected","detected","detected","detected","unknown","missed","missed","detected"
"G205.5+00.5","Monoceros Loop, 1FGL J0636.0+0458c, 2FGL J0631.6+0640 and J0636.0+0554 and J0637.8+0737, 3FGL J0631.6+0644 and J0640.9+0752, HESS J0632+057","contains binary? interacts with Rosette nebula, close to SNR G206.9+02.3, interacts with molecular cloud??","","30000 - 150000 yr","0.6 - 1.6 kpc","shell","detected","detected","unknown","unknown","unknown","detected","unknown","detected","missed","unknown","unknown"
"G206.9+02.3","PKS 0646+06","close to SNR G205.5+00.5 = Monoceros Nebula","","64000 yr","2.2 kpc","shell?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G213.0-00.6","","","","","","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G230.4-01.4 ?","3FGL J0729.7-1448","PWN G230.39-1.42 and PSR J0729-1448","","PSR: 34700 yr","PSR: 4 kpc","filled-centre","extended","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G260.4-03.4","Puppis A, MSH 08-44, 1FGL J0823.3-4248, 2FGL J0821.0-4254 and J0823.0-4246 and J0823.4-4305, 1FHL J0822.6-4250e, 3FGL J0822.6-4250e","overlaps SNR G263.9-3.3 = Vela, contains CCO RX J0822-4300 / PSR J0821-4300, [interacts with molecular cloud]","","3700 - 5500 yr","2.2 kpc","shell","detected","extended","extended","extended","extended","extended","unknown","unknown","unknown","unknown","unknown"
"G261.9+05.5","","","","","2.9 kpc","shell","unknown","unknown","unknown","unknown","detected","missed","unknown","unknown","unknown","unknown","unknown"
"G263.9-03.3","Vela, contains NGC 2736 = Pencil Nebula, 0FGL J0835.4-4510, 1FGL J0835.3-4510, 2FGL J0842.9-4721 and J0835-4510 and J0833.1-4511e, 1FHL J0833.1-4511e and J0835.3-4510, 3FGL J0835.3-4510 and J0833.1-4511e and J0838.1-4615 and J0839.1-4739 and J0843.1-4546, 1AGL J0835-4509, HESS J0835-455","overlaps SNR G260.4-3.4 and SNR G266.2-1.2, contains PSR B0833-45 = J0835-4510 = Vela + PWN Vela X (unrelated to eclipsing binary Vela X-1), interacts with molecular cloud?","","9000 - 27000 yr, PSR: 11200 yr","0.25 - 0.3 kpc, PSR: 0.29 kpc","composite","extended","extended","extended","extended","extended","extended","detected","extended","unknown","unknown","unknown"
"G266.2-01.2","Vela Jr, RX J0852.0-4622, CXOU J085201.4-461753, RX J0852.0-4622, AX J0851.9-4617.4, 1FGL J0854.0-4632, 2FGL J0848.5-4535 and J0851.7-4635 and J0853.5-4711 and J0855.4-4625, 1FHL J0852.7-4631e, 3FGL J0852.7-4631e, HESS J0852-463","overlaps SNR G263.9-3.3 = Vela, contains CCO CXOU J085201.4-461753, PSR J0855-4644 + PWN at the edge","","2400 - 5100 yr","0.5 - 1 kpc","shell","extended","extended","extended","extended","extended","extended","unknown","extended","unknown","unknown","unknown"
"G267.0-01.0","","PWN G266.97-1.00 + PSR J0855-4644, overlaps SNR G266.2-01.2 = Vela Jr","","PSR: 140000 yr","≤ 0.9 kpc","filled-centre","unknown","extended","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G272.2-03.2","","","","3600 - 8700 yr","1.8 - 5 kpc","composite","extended","extended","extended","extended","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G276.5+19.0","Antlia","very large loop, close to several PSRs, with PSR J0630-2834 the best candidate for a common origin","","1000000 - 6000000 yr, PSR: 1200000 yr","0.06 - 0.34 kpc, PSR: 0.138 kpc","shell?","unknown","unknown","unknown","extended","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G279.0+01.1","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G284.0-01.8","2FGL J1016.5-5858, 3FGL J1016.3-5858, 1AGL J1022-5822, HESS J1018-589","PWN G284.08-1.88 + PSR J1016-5857, close to SNR G284.3-01.8 = MSH 10-53","","PSR: 20900 yr","PSR: 3 kpc","filled-centre","extended","unknown","unknown","unknown","unknown","detected","detected","detected","unknown","unknown","unknown"
"G284.3-01.8","MSH 10-53, [G284.2-1.8], XMMU J101855.4-58564, 0FGL J1018.2-5858, 1FGL J1018.6-5856, 2FGL J1019.0-5856, 1FHL J1018.9-5855, 3FGL J1018.9-5856, HESS J1018-589","contains binary J1018.6-5856 (progenitor?), PSR J1016-5857 + PWN G284.08-1.88 nearby, interacts with molecular cloud?","","10000 yr","2.9 kpc","shell","detected","detected","unknown","unknown","unknown","detected","unknown","detected","unknown","unknown","unknown"
"G286.5-01.2","","","","","","shell?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G287.4+00.6","Puppy, 0FGL J1047.6-5834, 1FGL J1048.2-5832, 2FGL J1048.2-5831, 1FHL J1048.4-5832, 3FGL J1048.2-5832","PWN G287.42+0.58 = Puppy and PSR J1048-5832 = B1046-58","","PSR: 20400 yr","PSR: 3 kpc","filled-centre","extended","detected","unknown","unknown","detected","detected","unknown","unknown","unknown","unknown","unknown"
"G289.7-00.3","","contains compact radio source","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G290.1-00.8","MSH 11-61A, 2XMM J110147.1-61012, 1RXH J110146.1-610121, 0FGL J1106.4-6055, 3FGL J1101.9-6053","close to HII region MSH 11-61B, (unrelated) PSR J1105-6107 nearby, (related) PWN IGR J11014-6103 nearby = Lighthouse nebula, interacts with molecular cloud??","","10000 - 20000 yr, PSR: 63000 yr","3.5 - 11 kpc, PSR: 7 kpc","composite","extended","extended","extended","detected","extended","detected","unknown","unknown","unknown","unknown","unknown"
"G291.0-00.1","(MSH 11-62), 2FGL J1112.1-6040, 1FHL J1111.5-6038, 3FGL J1111.9-6038","contains PWN G291.02-0.11 + PSR candidate CXOU J111148.6-603926","","1300 - 10000 yr","1 - 11 kpc","composite","extended","extended","unknown","unknown","extended","detected","unknown","missed","unknown","unknown","unknown"
"G292.0+01.8","MSH 11-54, 1FGL J1124.6-5916, 2FGL J1124.6-5913, 3FGL J1124.5-5915","contains PSR J1124-5916 + PWN G292.04+1.75","","2930 - 3050 yr, PSR: 2900 yr","6 kpc, PSR: 6 kpc","composite","extended","extended","extended","extended","extended","detected","unknown","missed","unknown","unknown","unknown"
